twitter	name_first	name_middle	name_last	state	position	party	inactive 
ReisForCongress	Rhue		Reis	R.I.	House Candidate	Republican	inactive 
ricardorossello	Ricardo		Rossello	Puerto Rico	Governor	Democrat	inactive 
Ricky4Congress	Ricardo		De La Fuente	Fla.	House Candidate	Democrat	inactive 
Helms2020	Rich		Helms	Texas	House Candidate	Republican	inactive 
Nugent4Congress	Rich		Nugent	Fla.	House Representative	Republican	inactive 
RepRichNugent	Rich		Nugent	Fla.	House Representative	Republican	inactive 
RichCordray	Rich		Cordray	Ohio	Gubernatorial Candidate	Democrat	inactive 
RichEichholz	Rich		Eichholz	Mich.	House Candidate	Democrat	inactive 
RichHermanTX	Rich		Herman	Texas	House Candidate	Republican	inactive 
RichLazerPHL	Rich		Lazer	Pa.	House Candidate	Democrat	inactive 
RichMadaleno	Rich		Madaleno	Md.	Gubernatorial Candidate	Democrat	inactive 
bewforcongress	Richard		Bew	N.C.	House Candidate	Democrat	inactive 
BurrForSenate	Richard		Burr	N.C.	Senator	Republican	
cash4senate	Richard		Cash	S.C.	Senate Candidate	Republican	inactive 
DickBlumenthal	Richard	Dick	Blumenthal	Conn.	Senator	Democrat	
dicklugar	Richard	Dick	Lugar	Ind.	Senator	Republican	inactive 
DrRichardMoss	Richard		Moss	Ind.	House Candidate	Republican	inactive 
FlemingforTX24	Richard		Fleming	Texas	House Candidate	Democrat	inactive 
Hanna4Congress	Richard		Hanna	N.Y.	House Representative	Republican	inactive 
MendelsonPhD	Richard		Mendelson	Fla.	House Candidate	Republican	inactive 
MorckelRichard	Richard		Morckel	Ohio	House Candidate	Republican	inactive 
NealForCongress	Richard		Neal	Mass.	House Candidate	Democrat	
piwko_s	Richard		Piwko	Mich.	House Candidate	Republican	inactive 
RepRichardHanna	Richard		Hanna	N.Y.	House Representative	Republican	inactive 
RepRichardNeal	Richard		Neal	Mass.	House Representative	Democrat	
RepRichHudson	Richard		Hudson	N.C.	House Representative	Republican	
rhabersham	Richard		Habersham	N.Y.	House Candidate	Democrat	inactive 
Richard_Tisei	Richard		Tisei	Mass.	House Candidate	Republican	inactive 
RichardBoyanton	Richard		Boyanton	Miss.	Senate Candidate	Republican	inactive 
richardmourdock	Richard		Mourdock	Ind.	Senate Candidate	Republican	inactive 
RichHudson	Richard		Hudson	N.C.	House Representative	Republican	
RWPMinnesota	Richard		Painter	Minn.	Senate Candidate	Republican	inactive 
SenatorBurr	Richard		Burr	N.C.	Senator	Republican	
SenBlumenthal	Richard	Dick	Blumenthal	Conn.	Senator	Democrat	
SenShelby	Richard		Shelby	Ala.	Senator	Republican	
TheLugarCenter	Richard	Dick	Lugar	Ind.	Senator	Republican	inactive 
Thripp2020	Richard		Thripp	Fla.	House Candidate	Democrat	
WinfieldForUS	Richard		Winfield	Ga.	Senate Candidate	Democrat	inactive 
CarmonaForAZ	Richard	H.	Carmona M.D.	Ariz.	Senate Candidate	Democrat	inactive 
Ojeda4congress	Richard	N.	Ojeda II	W.Va.	House Candidate	Democrat	inactive 
richiecastaldo	Richie		Castaldo	Okla.	House Candidate	Other	inactive 
Davis4Maryland	Richmond		Davis	Md.	House Candidate	Republican	inactive 
Crawford4Cong	Rick		Crawford	Ark.	House Representative	Republican	
GovernorPerry	Rick		Perry	Texas	Governor	Republican	inactive 
larsenrick	Rick		Larsen	Wash.	House Candidate	Democrat	
onetoughnerd	Rick		Snyder	Mich.	Governor	Republican	inactive 
PerryTruthTeam	Rick		Perry	Texas	Governor	Republican	inactive 
RepRickAllen	Rick		Allen	Ga.	House Representative	Republican	
RepRickBerg	Rick		Berg	N.D.	House Representative	Republican	inactive 
RepRickCrawford	Rick		Crawford	Ark.	House Representative	Republican	
RepRickLarsen	Rick		Larsen	Wash.	House Representative	Democrat	
RepRickShepherd	Rick		Shepherd	Nev.	House Candidate	Democrat	inactive 
RichforGA	Rick		McCormick	Ga.	House Candidate	Republican	inactive 
Rick_Neal	Rick		Neal	Ohio	House Candidate	Democrat	inactive 
rickallen	Rick		Allen	Ga.	House Candidate	Republican	
RickBergND	Rick		Berg	N.D.	House Representative	Republican	inactive 
RickforNY23	Rick		Gallant	N.Y.	House Candidate	Democrat	inactive 
RickGreenMA	Rick		Green	Mass.	House Candidate	Republican	inactive 
RickKennedyTX17	Rick		Kennedy	Texas	House Candidate	Democrat	inactive 
RickKozellFL	Rick		Kozell	Fla.	House Candidate	Republican	inactive 
RickNolanMN	Rick		Nolan	Minn.	House Candidate	Democrat	inactive 
RickOlsonMN	Rick		Olson	Minn.	House Candidate	Republican	inactive 
RickSantorum	Rick		Santorum	Pa.	Presidential Candidate	Republican	inactive 
RickSnuffer	Rick		Snuffer	W.Va.	House Candidate	Republican	inactive 
RickWalkerTX	Rick		Walker	Texas	House Candidate	Republican	inactive 
RickWeilandTIB	Rick		Weiland	S.D.	Senate Candidate	Democrat	inactive 
RPA_PAC	Rick		Snyder	Mich.	Governor	Republican	inactive 
ScottforFlorida	Rick		Scott	Fla.	Senate Candidate	Republican	
SenRickScott	Rick		Scott	Fla.	Senator	Republican	
TeamRickPerry	Rick		Perry	Texas	Governor	Republican	inactive 
USRepRickNolan	Rick		Nolan	Minn.	House Representative	Democrat	
4RickyGill	Ricky		Gill	Calif.	House Candidate	Republican	inactive 
VoteNeighbors	Ricky		Neighbors	Ala.	House Candidate	Democrat	inactive 
RikMehta_NJ	Rik		Mehta	N.J.	Senate Candidate	Republican	inactive 
RVSenate2018	Rikki		Vaughn	Md.	Senate Candidate	Democrat	inactive 
rishikumar1	Rishi		Kumar	Calif.	House Candidate	Democrat	inactive 
RitaHartIA	Rita		Hart	Iowa	House Candidate	Democrat	
RepRitchie	Ritchie		Torres	N.Y.	House Representative	Democrat	
RitchieTorres	Ritchie		Torres	N.Y.	House Candidate	Democrat	
tandon4congress	Ritesh		Tandon	Calif.	House Candidate	Republican	inactive 
Vote4Boatman	RJ		Boatman	Texas	House Candidate	Republican	inactive 
RepRoKhanna	Ro		Khanna	Calif.	House Representative	Democrat	
RoKhanna	Ro		Khanna	Calif.	House Candidate	Democrat	
RoKhannaUSA	Ro		Khanna	Calif.	House Representative	Democrat	inactive 
chatcub71	Rob		Chatlos	Ind.	House Candidate	Democrat	inactive 
freeutahns	Rob		Latham	Utah	House Candidate	Other	inactive 
ManessforLA	Rob		Maness	La.	Senate Candidate	Republican	inactive 
OrttforSenate	Rob		Ortt	N.Y.	House Candidate	Republican	inactive 
portmanpress	Rob		Portman	Ohio	Senator	Republican	
ReElectWittman	Rob		Wittman	Va.	House Representative	Republican	
RepAndrews	Rob		Andrews	N.J.	House Representative	Democrat	inactive 
RepGoodlatte	Rob		Goodlatte	Va.	House Representative	Republican	inactive 
RepRobBishop	Rob		Bishop	Utah	House Representative	Republican	inactive 
RepRobWoodall	Rob		Woodall	Ga.	House Representative	Republican	inactive 
RobAnderson2018	Rob		Anderson	La.	House Candidate	Other	inactive 
RobBishopUT	Rob		Bishop	Utah	House Candidate	Republican	inactive 
RobJonesVA	Rob		Jones	Va.	House Candidate	Republican	inactive 
RobManess	Rob		Maness	La.	Senate Candidate	Republican	inactive 
RobPavezaAZ	Rob		Paveza	Ariz.	Senate Candidate	Republican	
RobPortman	Rob		Portman	Ohio	Senator	Republican	
RobWittman	Rob		Wittman	Va.	House Representative	Republican	
robzerban	Rob		Zerban	Wis.	House Candidate	Democrat	inactive 
senrobportman	Rob		Portman	Ohio	Senator	Republican	
VoteBishop2012	Rob		Bishop	Utah	House Representative	Republican	inactive 
VoteRobDavidson	Rob		Davidson	Mich.	House Candidate	Democrat	inactive 
votewoodall	Rob		Woodall	Ga.	House Representative	Republican	inactive 
WeAreMN_	Rob	Barrett	Jr.	Minn.	Senate Candidate	Republican	inactive 
WestPointWeber	Rob		Weber	Ohio	House Candidate	Republican	inactive 
WoodallGA	Rob		Woodall	Ga.	House Representative	Republican	inactive 
robb2018	Robb		Ryerse	Ark.	House Candidate	Republican	inactive 
RobbieForChange	Robbie		Goldstein	Mass.	House Candidate	Democrat	inactive 
BobMcDonnell	Robert	Bob	McDonnell	Va.	Governor	Republican	inactive 
BobMenendezNJ	Robert	Bob	Menendez	N.J.	Senator	Democrat	
Cadena4Congress	Robert		Cadena	Texas	House Candidate	Republican	inactive 
CongressLawton4	Robert		Lawton	Calif.	House Candidate	Other	inactive 
GovRBentley	Robert		Bentley	Ala.	Governor	Republican	
Kennedy4Alabama	Robert	Kennedy	Jr.	Ala.	House Candidate	Democrat	inactive 
keptycho	Robert		Salas	Calif.	House Candidate	Democrat	inactive 
Perry4Ky	Robert		Perry	Ky.	House Candidate	Other	inactive 
r_emmonsJr	Robert	Emmons	Jr.	Ill.	House Candidate	Democrat	inactive 
RepDold	Robert	J.	Dold	Ill.	House Representative	Republican	inactive 
RepPittenger	Robert		Pittenger	N.C.	House Representative	Republican	inactive 
RepRobertHurt	Robert		Hurt	Va.	House Representative	Republican	inactive 
rfhyde1	Robert	F.	Hyde	Conn.	House Candidate	Republican	inactive 
rjkforpa2018	Robert		Kuniegel	Pa.	House Candidate	Republican	inactive 
rldeming3	Robert		Deming	Miss.	House Candidate	Republican	inactive 
Robert_Aderholt	Robert		Aderholt	Ala.	House Representative	Republican	
ROBERTDOLD	Robert	J.	Dold	Ill.	House Representative	Republican	inactive 
RobertFoster4MS	Robert		Foster	Miss.	Gubernatorial Candidate	Republican	inactive 
RobertHurt	Robert		Hurt	Va.	House Representative	Republican	inactive 
RobertLucero4CA	Robert		Lucero	Calif.	Senate Candidate	Democrat	
RobertMasonTX	Robert		Mason	Texas	House Candidate	Other	inactive 
RobertPittenger	Robert		Pittenger	N.C.	House Candidate	Republican	inactive 
RobertSarvisVA	Robert	C.	Sarvis	Va.	Gubernatorial Candidate	Independent	inactive 
RobertTCongress	Robert		Thomas	Texas	House Candidate	Democrat	inactive 
robertthomasnc1	Robert		Thomas	N.C.	House Candidate	Republican	inactive 
SantosForOhio	Robert		Santos	Ohio	House Candidate	Republican	inactive 
SarvisPress	Robert	C.	Sarvis	Va.	Gubernatorial Candidate	Independent	inactive 
SenatorMenendez	Robert	Bob	Menendez	N.J.	Senator	Democrat	
strawvegasdon	Robert		Strawder	Nev.	House Candidate	Other	inactive 
TagerForCongres	Robert		Tager	Fla.	House Candidate	Democrat	inactive 
tucker_us	Robert		Tucker	Texas	House Candidate	Republican	inactive 
vroman_robert	Robert		Vroman	Mo.	House Candidate	Republican	inactive 
williamsfor15	Robert		Williams	Pa.	House Candidate	Democrat	inactive 
Bob_Casey	Robert	Bob	Casey Jr.	Pa.	Senator	Democrat	
SenBobCasey	Robert		Casey Jr.	Pa.	Senator	Democrat	
RepRobinKelly	Robin		Kelly	Ill.	House Representative	Democrat	
RobinLynneKelly	Robin		Kelly	Ill.	House Representative	Democrat	
WiltForCongress	Robin		Wilt	N.Y.	House Candidate	Democrat	inactive 
RockwallCntyTX	Rockwall	County	Elections	Texas	Local Agency	Other	inactive 
RockyForKy	Rocky		Adkins	Ky.	Gubernatorial Candidate	Democrat	inactive 
rockyraczkowski	Rocky		Raczkowski	Mich.	House Candidate	Republican	inactive 
BlumforCongress	Rod		Blum	Iowa	House Representative	Republican	inactive 
RepRodBlum	Rod		Blum	Iowa	House Representative	Republican	inactive 
RodBlum	Rod		Blum	Iowa	House Candidate	Republican	inactive 
roddorilas	Rod		Dorilas	Fla.	House Candidate	Republican	
ElectRodney	Rodney		Davis	Ill.	House Representative	Republican	
RodneyDavis	Rodney		Davis	Ill.	House Representative	Republican	
rodneyfornj	Rodney		Frelinghuysen	N.J.	House Representative	Republican	inactive 
USRepAlexander	Rodney		Alexander	La.	House Representative	Republican	inactive 
USRepRodney	Rodney		Frelinghuysen	N.J.	House Representative	Republican	inactive 
DayForCongress	Roger		Day	Ind.	House Candidate	Democrat	inactive 
rdhjr	Roger	Dean	Huffstetler	Va.	House Candidate	Democrat	inactive 
RepMarshall	Roger		Marshall	Kan.	House Representative	Republican	inactive 
RepRWilliams	Roger		Williams	Texas	House Representative	Republican	
RogerBarone	Roger		Barone	Texas	House Candidate	Other	inactive 
RogerforWI	Roger		Polack	Wis.	House Candidate	Democrat	inactive 
RogerManno	Roger		Manno	Md.	House Candidate	Democrat	inactive 
RogerMarshallMD	Roger		Marshall	Kan.	Senate Candidate	Republican	
RogerMissoCNY	Roger		Misso	N.Y.	House Candidate	Democrat	inactive 
RogerWAllison	Roger	W.	Allison	N.C.	House Candidate	Republican	inactive 
RogerWicker	Roger		Wicker	Miss.	Senator	Republican	
RogerWilliamsTX	Roger		Williams	Texas	House Candidate	Republican	
SenatorMarshall	Roger		Marshall	Kan.	Senator	Republican	
SenatorWicker	Roger		Wicker	Miss.	Senator	Republican	
GovRonDeSantis	Ron		DeSantis	Fla.	House Representative	Republican	
KarpusOH16	Ron		Karpus	Ohio	House Candidate	Democrat	inactive 
KindforCongress	Ron		Kind	Wis.	House Candidate	Democrat	
rcurtis808	Ron		Curtis	Hawaii	House Candidate	Republican	inactive 
RepRonBarber	Ron		Barber	Ariz.	House Representative	Democrat	inactive 
RepRonEstes	Ron		Estes	Kan.	House Representative	Republican	
RepRonKind	Ron		Kind	Wis.	House Representative	Democrat	
RepRonPaul	Ron		Paul	Texas	House Representative	Republican	inactive 
RepRonWright	Ron		Wright	Texas	House Representative	Republican	
Ron4California	Ron		Bassilian	Calif.	House Candidate	Republican	inactive 
ron4congress	Ron		Wright	Texas	House Candidate	Republican	inactive 
Ron4US	Ron		Varasteh	Calif.	House Candidate	Democrat	inactive 
Ron4VA	Ron	Meyer	Jr.	Va.	House Candidate	Republican	inactive 
RonBarberAZ	Ron		Barber	Ariz.	House Representative	Democrat	inactive 
RonCohenUS17	Ron		Cohen	Calif.	House Candidate	Republican	inactive 
RonDeSantisFL	Ron		DeSantis	Fla.	House Candidate	Republican	
RonEstesKS	Ron		Estes	Kan.	House Candidate	Republican	
RonGeorge2014	Ron		George	Md.	Gubernatorial Candidate	Republican	inactive 
RonJohnsonWI	Ron		Johnson	Wis.	Senator	Republican	
RonPaul	Ron		Paul	Texas	House Representative	Republican	inactive 
RonWyden	Ron		Wyden	Ore.	Senator	Democrat	
SenRonJohnson	Ron		Johnson	Wis.	Senator	Republican	
WydenForOregon	Ron		Wyden	Ore.	Senator	Democrat	
Ronda4Congress	Ronda		Baldwin-Kennedy	Calif.	House Candidate	Republican	inactive 
RepRonnyJackson	Ronny		Jackson	Texas	House Representative	Republican	
RonnyJacksonTX	Ronny		Jackson	Texas	House Candidate	Republican	
Rosa_DeLauro	Rosa		DeLauro	Conn.	House Representative	Democrat	
rosadelauro	Rosa		DeLauro	Conn.	House Representative	Democrat	
Roscoe_Bartlett	Roscoe		Bartlett	Md.	House Representative	Republican	inactive 
Becchi4Congress	Rosemary		Becchi	N.J.	House Candidate	Republican	inactive 
RepRossSpano	Ross		Spano	Fla.	House Representative	Republican	inactive 
RossforMaine	Ross		LaJeunesse	Kan.	Senate Candidate	Democrat	inactive 
RossSchumann	Ross		Schumann	Texas	House Candidate	Republican	inactive 
RossSpano	Ross		Spano	Fla.	House Candidate	Republican	inactive 
Lara4NewMexico	Roxanne		Lara	N.M.	House Candidate	Democrat	inactive 
bigleaguepol	Roy		Moore	Ala.	Senate Candidate	Republican	inactive 
NC_Governor	Roy		Cooper	N.C.	Governor	Democrat	
RoyBlunt	Roy		Blunt	Mo.	Senator	Republican	
RoyCho5	Roy		Cho	N.J.	House Candidate	Democrat	inactive 
RoyCooperNC	Roy		Cooper	N.C.	Gubernatorial Candidate	Democrat	
RoyceDorazio	Royce		Dorazio	Calif.	House Candidate	Other	inactive 
RoyceWestTX	Royce		West	Texas	Senate Candidate	Democrat	inactive 
electroza2018	Roza		Calderon	Calif.	House Candidate	Democrat	inactive 
RepKihuen	Ruben		Kihuen	Nev.	House Representative	Democrat	inactive 
RepRubenGallego	Ruben		Gallego	Ariz.	House Representative	Democrat	
revrubendiaz	Ruben	Diaz	Sr.	N.Y.	House Candidate	Democrat	inactive 
RodriguezUS2020	Ruben		Rodriguez	Conn.	House Candidate	Republican	inactive 
Ruben_Hinojosa	Ruben		Hinojosa	Texas	House Representative	Democrat	inactive 
RubenGallego	Ruben		Gallego	Ariz.	House Representative	Democrat	
RubenKihuen	Ruben		Kihuen	Nev.	House Candidate	Democrat	inactive 
USRepRHinojosa	Ruben		Hinojosa	Texas	House Representative	Democrat	inactive 
Happyyoung1455	Rubin		Young	Fla.	House Candidate	Republican	
PetersCongress	Rudy		Peters	Calif.	House Candidate	Republican	inactive 
rudy_atencio	Rudy		Atencio	Texas	House Candidate	Republican	inactive 
RudyforCongress	Rudy		Hobbs	Mich.	House Candidate	Democrat	inactive 
RudyGiuliani	Rudy		Giuliani	N.Y.	Administration Official	Republican	inactive 
RudySotoIDUSA	Rudy		Soto	Idaho	House Candidate	Democrat	inactive 
rufusgifford	Rufus		Gifford	Mass.	House Candidate	Democrat	inactive 
RulesDemocrats	Rules		Democrats	D.C.	Congressional committee	Democrat	
Rush4Congress	Rush		Darwish	Ill.	House Candidate	Democrat	inactive 
RushHolt	Rush		Holt	N.J.	House Representative	Democrat	inactive 
RushernBaker	Rushern	Baker	III	Md.	Gubernatorial Candidate	Democrat	inactive 
RepCarnahan	Russ		Carnahan	Mo.	House Representative	Democrat	inactive 
RepRussFulcher	Russ		Fulcher	Idaho	House Representative	Republican	
russfeingold	Russ		Feingold	Wis.	Senate Candidate	Democrat	inactive 
russforussenate	Russ		Fagg	Mont.	Senate Candidate	Republican	inactive 
RussFulcher	Russ		Fulcher	Idaho	House Candidate	Republican	
RussellFosterTX	Russell		Foster	Texas	House Candidate	Democrat	inactive 
RussForUs2020	Russell		Cirincione	N.J.	House Candidate	Democrat	inactive 
OliverForGA3rd	Rusty		Oliver	Ga.	House Candidate	Democrat	inactive 
PuRpleIsPowRful	Ruth		Papazian	N.Y.	House Candidate	Republican	inactive 
ruthieartisan	Ruth		Pellegrini	Ill.	House Candidate	Other	inactive 
RuthLuevanos	Ruth		Luevanos	Calif.	House Candidate	Democrat	
Blevins2020	Ryan		Blevins	Calif.	House Candidate	Democrat	inactive 
jarchowcampaign	Ryan		Jarchow	Texas	House Candidate	Republican	
Mr_RyanGuillory	Ryan		Guillory	Ga.	House Candidate	Democrat	inactive 
rcfor52	Ryan		Cunningham	Calif.	House Candidate	Other	inactive 
RepRyanCostello	Ryan		Costello	Pa.	House Representative	Republican	inactive 
RepRyanZinke	Ryan		Zinke	Mont.	House Representative	Republican	inactive 
RyanACostello	Ryan		Costello	Pa.	House Representative	Republican	inactive 
RyanDChamberlin	Ryan		Chamberlin	Fla.	House Candidate	Republican	inactive 
RyanDowning2018	Ryan		Downing	Calif.	House Candidate	Republican	inactive 
RyanMartinezUS	Ryan		Martinez	N.J.	House Candidate	Other	inactive 
RyanMcAdams4VA	Ryan		McAdams	Va.	House Candidate	Republican	inactive 
RyanNorrisSC	Ryan		Norris	S.C.	House Candidate	Democrat	
RyanSawyersVA	Ryan		Sawyers	Va.	House Candidate	Democrat	inactive 
RyanTMeehan	Ryan		Meehan	Conn.	House Candidate	Republican	inactive 
ryantrundleCD4	Ryan		Trundle	La.	House Candidate	Democrat	inactive 
RyanZinke	Ryan		Zinke	Mont.	House Representative	Republican	inactive 
SecretaryZinke	Ryan		Zinke	Mont.	Administration Official	Republican	inactive 
thisisderks	Ryan		Derks	Mo.	House Candidate	Republican	inactive 
watts4congress	Ryan		Watts	N.C.	House Candidate	Democrat	inactive 
SabrinaHaake	Sabrina		Haake	Ind.	House Candidate	Democrat	inactive 
sairasameerarao	Sairo		Rao	Colo.	House Candidate	Democrat	inactive 
sakinahlehtola	Sakinah		Lehtola	Fla.	House Candidate	Democrat	inactive 
GenoveseSal	Sal		Genovese	Calif.	House Candidate	Democrat	inactive 
salforcongress	Sal		Caiozzo	R.I.	House Candidate	Republican	inactive 
SalPace	Sal		Pace	Colo.	House Candidate	Democrat	inactive 
Salem4Congress	Salem		Snow	Pa.	House Candidate	Democrat	
SallyDoty	Sally		Doty	Miss.	House Candidate	Republican	inactive 
carbajalsalud	Salud		Carbajal	Calif.	House Candidate	Democrat	
RepCarbajal	Salud		Carbajal	Calif.	House Representative	Democrat	
brownbackforgov	Sam		Brownback	Kan.	Governor	Republican	inactive 
friendsoffarr	Sam		Farr	Calif.	House Representative	Democrat	inactive 
GovJeffColyer	Sam		Brownback	Kan.	Governor	Republican	
MayorSamAbed	Sam		Abed	Calif.	House Candidate	Republican	inactive 
RepSamFarr	Sam		Farr	Calif.	House Representative	Democrat	inactive 
RepSamGraves	Sam		Graves	Mo.	House Representative	Republican	
Sam_Branscum	Sam		Branscum	Mich.	House Candidate	Democrat	inactive 
samadcockms	Sam		Adcock	Miss.	House Candidate	Republican	inactive 
SamJohnsonTX03	Sam		Johnson	Texas	House Representative	Republican	inactive 
SamPetersNevada	Sam		Peters	Nev.	House Candidate	Republican	inactive 
SamsPressShop	Sam		Johnson	Texas	House Representative	Republican	inactive 
samvega2020	Sam		Vega	Texas	House Candidate	Democrat	inactive 
votesamuelwill1	Sam		Williams	Texas	House Candidate	Republican	inactive 
SameenaMustafa	Sameena		Mustafa	Ill.	House Candidate	Democrat	inactive 
SamelysLopez	Samelys		Lopez	N.Y.	House Candidate	Democrat	inactive 
samson4liberty	Samson		Racioppi	Mass.	House Candidate	Other	inactive 
ForHickman	Samuel		Hickman	Miss.	House Candidate	Republican	inactive 
Levin4Congress	Sander	Sandy	Levin	Mich.	House Representative	Democrat	inactive 
repsandylevin	Sander	Sandy	Levin	Mich.	House Representative	Democrat	inactive 
texas_sandra	Sandra		Whitten	Texas	House Candidate	Republican	inactive 
RepSandyAdams	Sandy		Adams	Fla.	House Representative	Republican	inactive 
SandyAdams4FL07	Sandy		Adams	Fla.	House Representative	Republican	inactive 
SandyPensler	Sandy		Pensler	Mich.	Senate Candidate	Republican	inactive 
SandySmithNC	Sandy		Smith	N.C.	House Candidate	Republican	inactive 
Bishop4Congress	Sanford	D.	Bishop Jr.	Ga.	House Representative	Democrat	inactive 
SanfordBishop	Sanford	D.	Bishop Jr.	Ga.	House Representative	Democrat	
bsanjanetta	Sanjanetta		Barnes	Texas	House Candidate	Democrat	inactive 
votesanjaypatel	Sanjay		Patel	Fla.	House Candidate	Democrat	inactive 
RepSaraJacobs	Sara		Jacobs	Calif.	House Representative	Democrat	
Sara4Congress	Sara		Dady	Ill.	House Candidate	Democrat	inactive 
SaraGideon	Sara		Gideon	Maine	Senate Candidate	Democrat	inactive 
sarahartweir	Sara	Hart	Weir	Kan.	House Candidate	Republican	inactive 
SaraJacobsCA	Sara		Jacobs	Calif.	House Candidate	Democrat	
SarahforUs	Sarah		Hammond	Pa.	House Candidate	Democrat	inactive 
SarahforWI	Sarah		Godlewski	Wis.	Senate Candidate	Democrat	
SarahGad2020	Sarah		Gad	Ill.	House Candidate	Democrat	inactive 
SarahSmith2018	Sarah		Smith	Wash.	House Candidate	Democrat	inactive 
sarasotavotes	Sarasota	County	Elections	Fla.	Local Agency	Other	inactive 
VoteSangari	Sargis		Sangari	Ill.	House Candidate	Republican	inactive 
reddenoh1	Savanna		Redden	Ohio	House Candidate	Democrat	
SaxbyChambliss	Saxby		Chambliss	Ga.	Senator	Republican	inactive 
schellh1	Schell		Hammel	Texas	House Candidate	Republican	inactive 
ScherieMurray	Scherie		Murray	N.Y.	House Candidate	Republican	inactive 
CooperForNC	Scott		Cooper	N.C.	House Candidate	Democrat	inactive 
DesJarlaisTN04	Scott		DesJarlais	Tenn.	House Representative	Republican	
FitzgeraldForWI	Scott		Fitzgerald	Wis.	House Candidate	Republican	
ForVieira	Scott		Vieira	Tenn.	House Candidate	Other	inactive 
GovWalker	Scott		Walker	Wis.	Governor	Republican	inactive 
hammond4nevada	Scott		Hammond	Nev.	House Candidate	Republican	inactive 
HuffmanForNC	Scott		Huffman	N.C.	House Candidate	Democrat	inactive 
MilneForVT	Scott		Milne	Vt.	Gubernatorial Candidate	Republican	inactive 
MrSmithCongress	Scott		Smith	N.Y.	House Candidate	Other	inactive 
Noren4Congress	Scott		Noren	N.Y.	House Candidate	Democrat	inactive 
PatriotsPerry	Scott		Perry	Pa.	House Candidate	Republican	
Perry4Congress	Scott		Perry	Pa.	House Representative	Republican	inactive 
realscottlively	Scott		Lively	Mass.	Gubernatorial Candidate	Republican	inactive 
realScottWagner	Scott		Wagner	Pa.	Gubernatorial Candidate	Republican	inactive 
RepFitzgerald	Scott		Fitzgerald	Wis.	House Representative	Republican	
RepFranklin	Scott		Franklin	Fla.	House Representative	Republican	
RepGarrett	Scott		Garrett	N.J.	House Representative	Republican	inactive 
RepScottPerry	Scott		Perry	Pa.	House Representative	Republican	
RepScottPeters	Scott		Peters	Calif.	House Representative	Democrat	
RepScottRigell	Scott		Rigell	Va.	House Representative	Republican	inactive 
RepScottTaylor	Scott		Taylor	Va.	House Representative	Republican	inactive 
RepTipton	Scott		Tipton	Colo.	House Representative	Republican	inactive 
Scott_McVarish	Scott		Mcvarish	Calif.	House Candidate	Democrat	inactive 
ScottFranklinFL	Scott		Franklin	Fla.	House Candidate	Republican	
scottgessler	Scott		Gessler	Colo.	Gubernatorial Candidate	Republican	inactive 
ScottHonour	Scott		Honour	Minn.	Gubernatorial Candidate	Republican	inactive 
ScottPetersCA52	Scott		Peters	Calif.	House Candidate	Democrat	
ScottPetersSD	Scott		Peters	Calif.	House Representative	Democrat	
ScottRigell	Scott		Rigell	Va.	House Representative	Republican	inactive 
ScottRTipton	Scott	R	Tipton	Colo.	House Candidate	Republican	inactive 
ScottSifton	Scott		Sifton	Mo.	Senate Candidate	Democrat	
Scotttaylorva	Scott		Taylor	Va.	Senate Candidate	Republican	inactive 
ScottTimkoPA	Scott		Timko	Pa.	House Candidate	Republican	inactive 
ScottWalker	Scott		Walker	Wis.	Governor	Republican	inactive 
ScottWallacePA	Scott		Wallace	Pa.	House Candidate	Democrat	inactive 
SenScottBrown	Scott		Brown	N.H.	Senate Candidate	Republican	inactive 
smenor	Scott		Menor	Ariz.	House Candidate	Democrat	inactive 
SteveFDA	Scott		Gottlieb	D.C.	Administration Official	Republican	inactive 
SturmNextTerm	Scott		Sturm	Texas	House Candidate	Democrat	
SWSturm	Scott		Sturm	Texas	House Candidate	Democrat	inactive 
thestationchief	Scott		Uehlinger	Pa.	House Candidate	Republican	inactive 
tndesjarlais	Scott		DesJarlais	Tenn.	House Candidate	Republican	
USSenScottBrown	Scott		Brown	Mass.	Senator	Republican	inactive 
VoteSalmon	Scott		Salmon	N.J.	House Candidate	Democrat	inactive 
VoteScottHowell	Scott		Howell	Utah	Senate Candidate	Democrat	inactive 
AKGovParnell	Sean		Parnell	Alaska	Governor	Republican	inactive 
Duffy4Wisconsin	Sean		Duffy	Wis.	House Candidate	Republican	inactive 
Frame4America	Sean		Frame	Calif.	House Candidate	Democrat	inactive 
Parnell4Gov	Sean		Parnell	Alaska	Governor	Republican	inactive 
RepCasten	Sean		Casten	Ill.	House Representative	Democrat	
RepSeanMaloney	Sean		Maloney	N.Y.	House Representative	Democrat	
Sean_4_Congress	Sean		Feucht	Calif.	House Candidate	Republican	inactive 
SeanAThom	Sean	A	Thom	N.J.	House Candidate	Democrat	inactive 
SeanBielat	Sean		Bielat	Mass.	House Candidate	Republican	inactive 
SeanBunnyNY	Sean		Bunny	N.Y.	House Candidate	Democrat	inactive 
SeanCasten	Sean		Casten	Ill.	House Candidate	Democrat	
SeanDuffyWI	Sean		Duffy	Wis.	House Representative	Republican	inactive 
SeanEldridge	Sean		Eldridge	N.Y.	House Candidate	Democrat	inactive 
seanfaircloth	Sean		Faircloth	Maine	Gubernatorial Candidate	Democrat	inactive 
SeanFlynnCA	Sean		Flynn	Calif.	House Candidate	Republican	inactive 
